user_category,content
按键类,换屏，按键不好用
前屏裂类,屏碎
通话类,用户反馈故障是听筒声音小
内置程序异常类,用户反馈故障是提示内存不足，用户有重要资料，暂不做升级处理
前屏裂类,屏裂
反应慢/不流畅类,卡顿
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,领壳贴膜
用户描述无故障（纯服务类）,8931.贴膜
用户描述无故障（纯服务类）,8931.贴膜
用户描述无故障（纯服务类）,8931.忘记账户密码 贴膜
用户描述无故障（纯服务类）,8931.贴膜
用户描述无故障（纯服务类）,用户要求更换原机壳
前屏裂类,用户描述手机触摸屏裂
用户描述无故障（纯服务类）,用户贴膜+手机壳
通话类,用户反馈手机换完屏后听筒无声
重度社交应用类,用户反馈手机有时微信视频，摄像头出现黑屏现象
开关机类,进液不开机
用户描述无故障（纯服务类）,通话接收音小、另贴膜
前屏裂类,手机屏摔裂、中框变形。尾部防松螺丝丢失。用户只要求换屏。
充电类,屏幕裂，不充电
通话类,进液，通话声音有时小
充电类,尾插插不到位，充电接触不良
前屏裂类,屏裂
充电类,不充电；用户一次性送修2台手机，一台Y67L;一台Y93
开关机类,死机
前屏裂类,换屏
开关机类,进水，手电筒常亮，资料无法备份
通话类,打电话对方听不见
前屏裂类,屏裂
前屏裂类,屏裂痕，开关机键手感不好
前屏裂类,屏裂痕
用户描述无故障（纯服务类）,8领取手机套
充电类,8不充电
用户描述无故障（纯服务类）,领保护套不检测手机
其他类,插耳机自动播放音乐
前屏裂类,屏裂
前显示屏类,前屏黑屏有深度划痕 听筒声音小
后置拍照类,清洗
前屏裂类,屏幕碎裂
用户描述无故障（纯服务类）,锁屏密码忘了
前屏裂类,屏碎，换屏
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜换壳
其他类,拍近照黑屏，
前显示屏类,不充电
用户描述无故障（纯服务类）,提示无内存
重度社交应用类,不能用微信
内置程序异常类,显示程序自动停止
用户描述无故障（纯服务类）,贴膜
SIM卡类,手机进液，现不读SMI卡
用户描述无故障（纯服务类）,贴膜和赠送手机壳
用户描述无故障（纯服务类）,贴膜和赠送手机壳
用户描述无故障（纯服务类）,用户反馈手机有时微信视频，摄像头出现黑屏现象
用户描述无故障（纯服务类）,用户贴原机膜。领取保护壳
用户描述无故障（纯服务类）,忘记密码，无保卡，身份证号：152630198202201663
用户描述无故障（纯服务类）,手机外屏摔裂、用户要求贴膜
开关机类,不开机
重度社交应用类,用户反馈手机微信视屏送话有的时候没有声音，用户表示没么有重要资料
前屏裂类,屏碎
开关机类,不开机，接庄众盛
外观结构类,屏幕开缝
通话类,通话声音小
前屏裂类,8换屏
使用时间类,电池不耐用
前屏裂类,8换屏
充电类,不充电
用户描述无故障（纯服务类）,8931.贴膜
用户描述无故障（纯服务类）,8931.贴膜
电池盖裂类,屏裂，后盖裂，无后摄像头镜片，更换屏幕，后摄像头镜片，刷机解锁
前屏裂类,外力损坏屏裂
前屏裂类,显示屏裂
前屏裂类,屏碎，后盖碎
充电类,充不进电
通话类,放音乐没有声音，通话别人听不到声音
充电类,用户反馈手机不充电
前屏裂类,屏裂
音频类,扬声器杂音
前屏裂类,显示屏裂
通话类,听筒声音低
外观结构类,手机屏摔裂、中框变形。尾部防松螺丝丢失。用户只要求换屏。
重度社交应用类,微信视频一会两个声音，一会一个声音，声音听得不太清楚
前屏裂类,屏裂
前显示屏类,闪屏 
用户描述无故障（纯服务类）,手机贴膜
前屏裂类,屏裂
SIM卡类,进液
用户描述无故障（纯服务类）,忘记vivo账户密码 刷机 身份证：64222319950413393X
通话类,送话声音小
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂
上网类,有时无4g，上网慢
使用时间类,接打电话用微信耗电快
用户描述无故障（纯服务类）,贴膜
通话类,微信视频通话对方听不到声音
用户描述无故障（纯服务类）,贴膜，赠送保护套
前显示屏类,用户描述手机屏幕不显示
前屏裂类,用户描述手机忘记锁屏密码
电池盖裂类,用户描述手机后壳碎
充电类,用户描述手机不充电，售后故障重现。
前屏裂类,用户描述手机屏裂，售后故障重现。
前屏裂类,用户描述手机屏裂，电池盖破裂。售后故障重现。
用户描述无故障（纯服务类）,用户反馈手机原机膜磨划
开关机类,用户反馈手机不能开机、不能充电、触摸屏裂
开关机类,不开机
传感器类,发热   
前屏裂类,换屏
前屏裂类,换屏
用户描述无故障（纯服务类）,换手机套
发热类,发烫，耗电快
前屏裂类,黑屏
前屏裂类,屏裂，更换屏幕
开关机类,不开机
网络信号类,用户反馈机器打不出去电话，用户机器触摸屏破裂
充电类,不充电   不开机
用户描述无故障（纯服务类）,免费送保护壳  贴膜
通话类,通话声音小
用户描述无故障（纯服务类）,忘记锁屏密码
用户描述无故障（纯服务类）,刷机
重度社交应用类,手机微信视频时，对方经常听不见声音
用户描述无故障（纯服务类）,贴膜
充电类,用户描述手机不能充电
重启类,微信视频死机重启发热，故障重现
前屏裂类,用户反馈手机摔损屏裂、变形
前屏裂类,屏裂，后盖裂，更换屏幕，后盖
用户描述无故障（纯服务类）,忘记密码，解锁
前屏裂类,外力损坏屏裂
用户描述无故障（纯服务类）,手机进液
用户描述无故障（纯服务类）,告知用户机器无法正常操作，资料无法备份会遗失，用户同意 忘记屏幕密码，提供身份证
通话类,有资料  听筒声音小，同时送修两台机器
前屏裂类,有资料 外力损坏屏裂，用户表示购买了碎屏保，先检测手机，如果没有碎屏保，只是屏裂，910元，直接更换
通话类,通话声音小，不开免提听不到
用户描述无故障（纯服务类）,用户反馈手机接触不良
用户描述无故障（纯服务类）,用户要求贴膜
用户描述无故障（纯服务类）,贴膜
上网类,有时4g不能上网
用户描述无故障（纯服务类）,用户要求贴后膜，换壳
用户描述无故障（纯服务类）,保护膜磨花
前屏裂类,屏碎
前屏裂类,屏裂  中框变形
通话类,听筒声音小
用户描述无故障（纯服务类）,贴膜，赠送保护套
用户描述无故障（纯服务类）,解密
前屏裂类,用户描述手机换屏
前屏裂类,用户反馈手机摔损屏裂，后盖裂
用户描述无故障（纯服务类）,用户要求更换原机膜
前屏裂类,非用户本人送修，反馈手机摔损屏裂
用户描述无故障（纯服务类）,用户要求更换原机膜
通话类,用户描述手机送话声音低，售后故障重现。
用户描述无故障（纯服务类）,贴膜。
用户描述无故障（纯服务类）,用户反馈手机原机膜磨划
充电类,不充电
前屏裂类,换屏
开关机类,不开机
电池盖裂类,屏裂，电池盖破裂
用户描述无故障（纯服务类）,8931.贴膜
充电类,手机不能充电，提供一套充电器 电池盖碎，更换 贴膜
音频类,手机拨号后挂断电话迟钝，扬声器无声，卡顿
前屏裂类,屏碎
前屏裂类,显示屏裂
前屏裂类,用户反馈故障是触摸屏和显示屏均裂，订配件
用户描述无故障（纯服务类）,用户描述手机升级后要密码，进不去桌面
通话类,用户描述听筒声音小
前屏裂类,用户描述手机屏裂
用户描述无故障（纯服务类）,用户贴原机膜、领取保护壳
通话类,听筒无声
使用时间类,换电池
电池盖裂类,换屏
开关机类,不开机
前屏裂类,屏裂
前触摸屏类,触碰乱跳
上网类,网速慢、手机卡、微信视频不正常、有时断线
后屏裂类,外力导致后屏裂 用户表示购买第三方碎屏保
前屏裂类,外力导致屏裂、后盖裂
内置程序异常类,手机无法静音
充电类,不充电
按键类,8931.开关机键弹性不好
SIM卡类,SIM卡托放不进去，取卡处有异物
SIM卡类,手机不读SIM卡，无串号
网络信号类,无信号
用户描述无故障（纯服务类）,贴膜和赠送手机壳
网络信号类,用户描述手机没有信号
前屏裂类,屏裂
前屏裂类,屏裂
充电类,不充电
开关机类,不开机
前屏裂类,屏裂
其他类,卡顿
前显示屏类,黑屏
电池盖裂类,检测
用户描述无故障（纯服务类）,死机，卡顿，刷机
前屏裂类,换屏，资料无法备份
用户描述无故障（纯服务类）,刷机，密码忘记，资料无法备份
用户描述无故障（纯服务类）,贴膜，换壳
用户描述无故障（纯服务类）,换壳
前屏裂类,检测是否屏裂
充电类,充电接触不良
用户描述无故障（纯服务类）,解密，身份证号：370802197506044548
用户描述无故障（纯服务类）,手机无故障，要求贴膜
前屏裂类,有资料 外力导致屏裂 检测报价、核对机型
前屏裂类,外力导致屏裂
发热类,玩游戏发烫
充电类,不充电  不开机
用户描述无故障（纯服务类）,贴膜
前屏裂类,5换屏
前屏裂类,8屏裂电池盖裂
充电类,不充电
外观结构类,8换后镜片，
前显示屏类,卡机，闪屏花屏
前屏裂类,换屏，按键不好用
用户描述无故障（纯服务类）,用户要求贴膜
开关机类,不开机
用户描述无故障（纯服务类）,贴膜
死机类,8发热
开关机类,电池盖裂  在外私拆  不开机
电池盖裂类,电池盖裂  在外私拆  不开机
用户描述无故障（纯服务类）,贴膜，赠送保护套
前屏裂类,卡托无法取下来
前屏裂类,用户反馈手机摔损屏裂
前屏裂类,用户描述手机屏裂，售后故障重现。
充电类,用户描述手机充电慢，售后故障重现。
前屏裂类,显示屏裂，
前屏裂类,显示屏裂
开关机类,不开机
充电类,不充电
用户描述无故障（纯服务类）,贴膜手机壳
前显示屏类,闪屏
通话类,送话声音小
使用时间类,电池不耐用
前屏裂类,屏裂
前屏裂类,换屏镜片
用户描述无故障（纯服务类）,手机下载电视剧无法打开
充电类,不充电
用户描述无故障（纯服务类）,贴膜
充电类,无法充电
电池盖裂类,电池盖碎
开关机类,进水，不能开机
用户描述无故障（纯服务类）,赠送手机套 
充电类,充电接触不良
电池盖裂类,屏裂、电池盖裂
用户描述无故障（纯服务类）,无故障刷机
前屏裂类,显示屏裂
通话类,用户反馈机器通话接收声音小
第三方程序异常类,来电不会显示，用户下载喵来电
前屏裂类,屏裂
外观结构类,后置摄像头镜片裂
用户描述无故障（纯服务类）,忘记密码
用户描述无故障（纯服务类）,8931.刷机 壳
充电类,不充电
前屏裂类,显示屏裂
通话类,用户描述手机打电话通话卡有时没声音
重度社交应用类,用户描述手机微信闪退 通话对方经常听不见声音
用户描述无故障（纯服务类）,用户要求粘贴保护膜
用户描述无故障（纯服务类）,用户要求贴膜
用户描述无故障（纯服务类）,忘记屏幕密码
前置拍照类,前置拍照有竖线
用户描述无故障（纯服务类）,协助用户导资料
用户描述无故障（纯服务类）,贴膜 更换保护壳
用户描述无故障（纯服务类）,贴膜（前后，镜片膜），赠送保护套
用户描述无故障（纯服务类）,用户描述手机贴膜
前屏裂类,用户反馈手机显示屏裂
死机类,死机，
前屏裂类,屏幕裂
用户描述无故障（纯服务类）,刷机
用户描述无故障（纯服务类）,赠送保护壳
前屏裂类,屏裂
前屏裂类,换屏 后盖
前屏裂类,屏裂，后盖裂，无后摄像头镜片，更换屏幕，后摄像头镜片，刷机解锁
前屏裂类,有资料 外力损坏屏裂 报价630元 同意
前屏裂类,屏裂
前屏裂类,屏裂
开关机类,不开机 
前屏裂类,用户反馈手机屏幕碎裂
充电类,用户反馈手机充电接触不良
开关机类,用户机器因摔损按键卡键导致开机进入FASTBOOT模式
后屏裂类,屏裂  碎屏宝
前屏裂类,手机屏裂
前屏裂类,前后屏都裂
使用时间类,手机发热 待机时间短
充电类,充电接触不良
前屏裂类,显示屏裂，电池盖裂
前屏裂类,屏裂
用户描述无故障（纯服务类）,忘记密码要求刷机
前屏裂类,屏裂、电池盖裂
网络信号类,打不出电话 打不进电话
开关机类,不开机
通话类,听筒声音小
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏幕不显示，
开关机类,不开机，
充电类,充电口接触不良，
前屏裂类,换屏，
开关机类,不开机
使用时间类,耗电快
前屏裂类,屏裂
前屏裂类,屏裂痕
充电类,不充电，自拆
用户描述无故障（纯服务类）,解锁显示黑团
其他类,提示红外被遮挡
前屏裂类,屏裂换屏
前置伸缩类,摄像头不能伸缩
用户描述无故障（纯服务类）,用户要求贴膜
前屏裂类,屏裂
电池盖裂类,电池盖裂
用户描述无故障（纯服务类）,贴膜
前屏裂类,显示裂屏
前屏裂类,显示裂屏
电池盖裂类,屏裂   电池盖裂   报价屏幕710  电池盖195同意
前屏裂类,屏裂   电池盖裂   报价屏幕710  电池盖195同意
电池盖裂类,电池盖裂  报价195 同意
外观结构类,后置镜片破损  电池不耐用
内置程序异常类,8931.不能解锁 找不到解锁图标
用户描述无故障（纯服务类）,8931.贴膜
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,vivo账户密码忘记。刷机，资料无法备份
用户描述无故障（纯服务类）,清洗听筒扬声器，资料工工程师与用户沟通
用户描述无故障（纯服务类）,贴膜，
前显示屏类,闪屏，
前屏裂类,屏裂，
充电类,充电接触不良，
用户描述无故障（纯服务类）,贴膜
通话类,通话对方有回音
前屏裂类,5换屏和电池盖
前屏裂类,屏裂
用户描述无故障（纯服务类）,手机壳
前屏裂类,屏幕碎裂
通话类,来电有时有声音有时没有声音
前屏裂类,屏裂 卡托断
前屏裂类,屏裂
前屏裂类,屏裂
音频类,通话杂音 时有时无
开关机类,不开机
通话类,手机通话发送声音小
用户描述无故障（纯服务类）,手机贴膜
前屏裂类,屏裂
通话类,听筒声音小
前屏裂类,屏裂
前显示屏类,显示黑屏、微信视频通话时关机
前屏裂类,屏裂
前置拍照类,前置拍照有竖线，
前屏裂类,屏裂 触屏不灵
前显示屏类,黑屏
开关机类,进液 不开机
前屏裂类,屏裂 黑屏
充电类,不充电
前屏裂类,屏幕裂
外观结构类,摄像头镜片破裂
按键类,有资料 外力导致音量键下陷
用户描述无故障（纯服务类）,贴膜
重度社交应用类,微信异常
GPS类,GPS信号弱
前屏裂类,换屏
前屏裂类,屏裂，
开关机类,不开机，死机，贴膜，
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
充电类,充电口松动
用户描述无故障（纯服务类）,贴膜
音频类,听筒，外放声音小，清理
充电类,不充电，不开机
用户描述无故障（纯服务类）,刷机
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,用户反馈手机屏幕碎裂
后屏裂类,屏裂
前显示屏类,手机黑屏
用户描述无故障（纯服务类）,忘记密码
前屏裂类,屏裂   报价550 同意
用户描述无故障（纯服务类）,锁屏密码忘记  刷机
用户描述无故障（纯服务类）,贴膜
反应慢/不流畅类,卡得很，点开程序卡，视频通话声音小，屏幕卡着那点不动
开关机类,用户反馈手机无法开机，电池盖裂
前显示屏类,黑屏
后置拍照类,拍照模糊
用户描述无故障（纯服务类）,忘记密码
前屏裂类,屏碎
内置程序异常类,用户描述手机应用商店打不开
电池盖裂类,用户反馈手机屏裂、电池盖裂，只更换屏幕
充电类,用户反馈手机接触不良
前屏裂类,手机屏摔裂、报价后用户放弃维修
用户描述无故障（纯服务类）,贴膜、送壳
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜，赠送保护套
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,保护套断裂
用户描述无故障（纯服务类）,用户要求刷机
前屏裂类,屏裂
其他类,显示黑屏、微信视频通话时关机
使用时间类,待机时间短，有时死机，检测，资料工程师与用户沟通
用户描述无故障（纯服务类）,换后盖膜，
前屏裂类,用户描述手机屏裂，售后故障重现。
外观结构类,显示屏裂，机身变形，
前屏裂类,黑屏
音频类,用户反馈机器插不了耳机
后置拍照类,后摄像头坏
重度社交应用类,视频通话回音 听不见
充电类,充电接触不良
用户描述无故障（纯服务类）,贴膜
通话类,用户描述手机打电话通话卡有时没声音
开关机类,用户描述手机不开机显示vivo
用户描述无故障（纯服务类）,用户描述手机贴膜
前屏裂类,用户反馈手机摔损屏裂，后盖裂
前屏裂类,显示屏裂
前屏裂类,显示屏裂
前屏裂类,屏幕破裂 
前屏裂类,屛裂，机身变形
通话类,听筒声音小
按键类,开关键不灵
使用时间类,电池不耐
前显示屏类,进水，花屏，资料无法备份
前屏裂类,换屏，
用户描述无故障（纯服务类）,贴膜，
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂痕
用户描述无故障（纯服务类）,身份证号：370811197809180850，解密
前屏裂类,屏裂换屏
充电类,进液
音频类,外放无声，通话无声
前屏裂类,黑屏
充电类,不能充电
前屏裂类,无屏
前屏裂类,屏裂 电池盖裂
重度社交应用类,手机内存满，无法打开微信
前屏裂类,手机内屏裂
用户描述无故障（纯服务类）,手机贴膜
重度社交应用类,手机打字会出现红色阴影
前屏裂类,屏裂
前显示屏类,不开机 
用户描述无故障（纯服务类）,刷机
前屏裂类,屏裂
外观结构类,无后置摄像头镜片
开关机类,不开机
前屏裂类,屏裂
开关机类,进液，现不开机
前屏裂类,屏裂，更换 另反馈偶尔听筒杂音
用户描述无故障（纯服务类）,用户要求更换原机前后膜
用户描述无故障（纯服务类）,用户反馈手机进液
使用时间类,耗电快
前屏裂类,手机屏摔裂、换屏。
前屏裂类,手机屏摔裂、换屏。
重度社交应用类,通话对方听声音断续、微信语音断续
通话类,用户反馈手机有的时候打电话过来黑屏
通话类,听筒声音小
用户描述无故障（纯服务类）,VIVO账号密码忘记
GPS类,GPS不导航，检测，资料工程师与用户沟通
前屏裂类,换屏，资料工程师与用户沟通
前显示屏类,花屏，资料无法备份
其他类,开权益券
用户描述无故障（纯服务类）,赠送手机套
其他类,进液
用户描述无故障（纯服务类）,贴钢化膜
前屏裂类,屏裂 后盖裂
开关机类,进液
开关机类,手机打不开
前屏裂类,换屏
通话类,听筒无声音，资料工程师与用户沟通
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
使用时间类,手机待机时间短，要求检测
用户描述无故障（纯服务类）,贴膜
前屏裂类,用户反馈故障是显示屏裂，订配件
用户描述无故障（纯服务类）,贴膜，换壳
前屏裂类,换屏，
开关机类,启动不开。，
充电类,充电接触不良，
SIM卡类,不读卡，
前屏裂类,换屏
开关机类,8931.手机进液
前显示屏类,8931.显示黑屏
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜 手机壳
音频类,8振铃不响
用户描述无故障（纯服务类）,8贴膜
使用时间类,5换电池
前屏裂类,5换屏
开关机类,用户描述手机进水
用户描述无故障（纯服务类）,用户贴原机膜、领取保护壳，已注册不显示会员
电池盖裂类,用户反馈手机电池盖裂
用户描述无故障（纯服务类）,用户贴原机膜、领取保护壳
前显示屏类,闪屏
用户描述无故障（纯服务类）,用户要求贴膜、另赠送手机壳
用户描述无故障（纯服务类）,用户要求贴膜
前屏裂类,手机屏摔裂、换屏。
前显示屏类,用户反馈手机有的时候黑屏，用户表示没有重要资料，用户表示接受不开机风险
用户描述无故障（纯服务类）,保护膜磨花
用户描述无故障（纯服务类）,用户要求刷机处理
网络信号类,通话断线 掉线
开关机类,不开机
通话类,咨询清洗
前屏裂类,屏裂换屏
前屏裂类,屏裂
前置伸缩类,摄像头无法伸出
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,屏裂
传感器类,没有红外感应
通话类,听筒声音小
其他类,后盖裂
电池盖裂类,信号弱，换后盖，清理异物，资料工程师与用户沟通
用户描述无故障（纯服务类）,贴膜
电池盖裂类,屏裂、电池盖裂
前屏裂类,内屏裂
前显示屏类,进水不开机检测，资料无法备份
开关机类,不显示，
用户描述无故障（纯服务类）,解锁，
开关机类,进水不开机，
前触摸屏类,经常跳屏，
开关机类,不开机
前屏裂类,屏裂
开关机类,不开机
前屏裂类,屏裂
通话类,听筒声音小
通话类,有资料 通话自己听着声音小
开关机类,8不开机
前显示屏类,花屏
前屏裂类,8换屏
前显示屏类,5屏不显示
用户描述无故障（纯服务类）,5忘记屏锁密码
前屏裂类,用户描述屏幕裂
用户描述无故障（纯服务类）,用户描述贴原机电池盖膜，更换原机手机壳
用户描述无故障（纯服务类）,忘记密码
使用时间类,耗电快
充电类,不充电
前屏裂类,屏裂
用户描述无故障（纯服务类）,领手机壳
开关机类,不开机
前屏裂类,屏裂
用户描述无故障（纯服务类）,恢复系统
开关机类,循环重启
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,用户描述手机屏裂
反应慢/不流畅类,用户反馈手机反应慢
用户描述无故障（纯服务类）,用户要求粘贴保护膜，赠送保护壳
前屏裂类,手机屏摔裂、换屏。
前屏裂类,用户反馈手机屏裂
充电类,用户反馈手机不充电
用户描述无故障（纯服务类）,用户反馈手机原机膜磨划
前屏裂类,显示屏裂
开关机类,不开机
外观结构类,机身变形
充电类,不充电
重启类,重启
前屏裂类,内屏裂，更换屏幕
前屏裂类,外力损坏屏裂
前屏裂类,外力损坏屏裂 电池盖裂
前屏裂类,用户反馈手机屏裂、电池盖裂，只更换屏幕
用户描述无故障（纯服务类）,用户贴膜+手机壳
后置拍照类,后置拍照模糊，镜片脱落。报价后用户放弃维修
用户描述无故障（纯服务类）,用户要求贴膜
前屏裂类,手机屏摔裂、换屏。
用户描述无故障（纯服务类）,用户要求贴膜、另赠送手机壳
前屏裂类,屏裂
网络信号类,有时信号弱，3G网络，微信视屏聊天卡慢，到牧区使用，总是提示您拨打的电话无法接通
用户描述无故障（纯服务类）,贴膜  更换保护壳
前屏裂类,有资料 外力导致屏裂 报价屏幕520元 用户同意 开机键手感不好
前屏裂类,外力导致前屏裂 报价屏幕750元 用户同意 
用户描述无故障（纯服务类）,机器无故障，赠送手机壳
电池盖裂类,无屏
充电类,不充电
音频类,前屏黑屏有深度划痕 听筒声音小
前显示屏类,闪屏  
前屏裂类,屏幕碎裂
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,屏破
前屏裂类,换屏
外观结构类,换镜片
用户描述无故障（纯服务类）,忘记vivo账户密码
电池盖裂类,用户反馈手机无法开机，电池盖裂
用户描述无故障（纯服务类）,显示有残影
用户描述无故障（纯服务类）,清洗
用户描述无故障（纯服务类）,用户要求更换原机膜
前屏裂类,用户描述手机屏裂，售后故障重现。
用户描述无故障（纯服务类）,贴膜
开关机类,不开机
前屏裂类,屏裂
通话类,送话声音小
充电类,不充电
前屏裂类,屏裂
使用时间类,耗电快
开关机类,不开机刷机
开关机类,手机无法开机
用户描述无故障（纯服务类）,内存满，需要刷机
用户描述无故障（纯服务类）,忘记密码，解锁
前屏裂类,显示屏裂
使用时间类,网不好，待机短，
用户描述无故障（纯服务类）,"贴膜，,通话声音小"
充电类,耳机孔接触不良，耗电快，充电接触不良
前屏裂类,屏幕破裂 
后置拍照类,8后置模糊
用户描述无故障（纯服务类）,贴膜，赠送保护套
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,用户反馈手机运行程序反应慢卡顿，原机膜磨划，赠送原机保护壳
充电类,不充电
用户描述无故障（纯服务类）,解锁
电池盖裂类,屏裂，后盖裂
前置拍照类,摄像头无法弹出
前屏裂类,外力损坏屏裂
用户描述无故障（纯服务类）,帮用户清洗外观 贴膜
用户描述无故障（纯服务类）,8931.贴膜
用户描述无故障（纯服务类）,贴膜
开关机类,不开机
前显示屏类,显示屏闪 花屏
用户描述无故障（纯服务类）,用户描述更换原机手机壳
前屏裂类,用户反馈手机摔损屏裂
电池盖裂类,用户反馈手机电池盖裂
前屏裂类,8换屏
前屏裂类,屏碎
外观结构类,屏碎
前屏裂类,屏裂  报价710 同意
前显示屏类,有时闪屏 黑屏
前触摸屏类,触屏不灵
前屏裂类,屏裂
前屏裂类,换屏
发热类,手机发热 耗电快 
充电类,充电接触不良 
前屏裂类,机器内屏裂
前显示屏类,黑屏 
其他类,电池鼓包
充电类,充电接触不良
前屏裂类,用户反馈手机屏幕碎裂
使用时间类,待机时间段
网络信号类,8931.无信号
用户描述无故障（纯服务类）,用户要求更换原机膜
用户描述无故障（纯服务类）,用户贴原机膜。
用户描述无故障（纯服务类）,免费贴原装膜
前显示屏类,显示黑屏
用户描述无故障（纯服务类）,免费贴膜
前屏裂类,屏碎
前屏裂类,屏裂
前显示屏类,显示黑屏   屏幕有时闪屏
前显示屏类,屏幕有竖线
前屏裂类,屏裂
通话类,听筒声音小
开关机类,开机停vivo界面
前屏裂类,换前屏，资料无法备份
用户描述无故障（纯服务类）,换壳，贴膜.通话有杂音，资料工程师与用户沟通
电池盖裂类,换后盖，资料工程师与用户沟通
用户描述无故障（纯服务类）,有时无法打接电话，听不清对方讲话，资料工程师与用户沟通
Wi-Fi类,有时连接不上wifi
通话类,听筒声音小
前屏裂类,黑屏
用户描述无故障（纯服务类）,解锁
网络信号类,无法拨打电话
前触摸屏类,触屏失灵
前显示屏类,显示花屏
开关机类,死机自动关机
前屏裂类,屏幕裂  黑屏
前屏裂类,屏裂
Wi-Fi类,WIFI连不上
前屏裂类,屏裂
前屏裂类,外力导致屏裂
前屏裂类,外力损坏屏裂
电池盖裂类,屏裂 电池盖裂 报价屏幕910  电池盖215 同意
前屏裂类,屏裂 电池盖裂
后置拍照类,后置无法拍照
用户描述无故障（纯服务类）,贴膜 手机壳
音频类,外放声音小
用户描述无故障（纯服务类）,咨询微信发朋友圈添加照片
后置拍照类,拍照模糊
开关机类,5开机定屏
前屏裂类,屏裂换屏
前屏裂类,黑屏
前置伸缩类,屏裂，电池盖裂
前屏裂类,屏裂，电池盖裂，更换数据线
前屏裂类,手机屏摔裂、换屏。此用户是经销商
通话类,通话接收音小、另贴膜
前屏裂类,屏裂
前屏裂类,用户反馈手机屏裂
用户描述无故障（纯服务类）,用户要求贴膜
用户描述无故障（纯服务类）,贴膜 全套   换壳
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
上网类,用户反馈手机上网慢，打电话卡顿
用户描述无故障（纯服务类）,用户反馈手机无故障要求升级
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂
电池盖裂类,换后盖
前屏裂类,屏裂检测，资料无法备份
用户描述无故障（纯服务类）,清理听筒，资料工程师与用户沟通
按键类,开关机键时好时坏
前显示屏类,昨天晚上黑屏，今天好了来售后检测下
前屏裂类,换屏，不能开机
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,忘记vivo账号密码 
用户描述无故障（纯服务类）,用户反馈忘记屏幕解锁密码
前屏裂类,屏裂
前屏裂类,屏裂 
用户描述无故障（纯服务类）,用户反馈手机vivo密码忘记，协助用户找回密码，用户同意
用户描述无故障（纯服务类）,用户贴原机膜。
用户描述无故障（纯服务类）,用户贴前、后原机膜，领取保护壳
前屏裂类,屏裂
前屏裂类,屏碎
SIM卡类,不识卡
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,顺丰取件异常原因:下错单需转单;屏幕破裂 
通话类,打电话对方经常听不到，通话器不行，
前屏裂类,换前屏总成，
前屏裂类,屏裂 不显示
用户描述无故障（纯服务类）,刷机
用户描述无故障（纯服务类）,刷机
开关机类,无法开机
前屏裂类,屏裂痕
用户描述无故障（纯服务类）,贴膜
前屏裂类,5换屏
音频类,8喇叭劈音，
前显示屏类,8花屏
开关机类,用户描述手机进水后不开机，售后故障重现。
充电类,用户反馈手机不能开机、不能充电、触摸屏裂
用户描述无故障（纯服务类）,用户反馈手机充电接触不良、主屏、副屏、摄像头膜磨划，赠送原机保护壳
用户描述无故障（纯服务类）,用户反馈手机运行程序反应慢卡顿，原机膜磨划，赠送原机保护壳
前屏裂类,显示屏裂
电池盖裂类,更换电池盖
开关机类,不开机
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,解锁
用户描述无故障（纯服务类）,忘记密码
开关机类,进水
用户描述无故障（纯服务类）,解锁
第三方程序异常类,使用百度软件时网速慢，使用卡顿
用户描述无故障（纯服务类）,用户要求粘贴保护膜，赠送保护壳
前屏裂类,手机屏摔裂、换屏。
前置伸缩类,用户反馈手机更换屏后测试前置摄像头不伸缩
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,用户描述手机贴膜
用户描述无故障（纯服务类）,用户要求更换原机膜，原机壳
用户描述无故障（纯服务类）,用户要求更换原机壳
用户描述无故障（纯服务类）,用户反馈手机原机膜磨划
开关机类,不开机
外观结构类,镜片破裂
